year,table_label,country,broadcaster,channel_s,commentator_s,broadcaster_8,broadcaster_21,show_s,country_territory,ref_s
2001,broadcasts | Broadcasts [1],Russia,ORT,ORT,Alexander Anatolyevich and Konstantin Mikhailov,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 1,,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],Spain,TVE,La Primera,José Luis Uribarri,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Henrik Olsson,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],Sweden,SR,SR P4,Carolina Norén and Björn Kjellman,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],Turkey,TRT,TRT 1,,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC One,Terry Wogan,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ken Bruce,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,Effie Stephanidis and Terry Wogan,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Austria,ORF,ORF 1,Andi Knoll,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Austria,ORF,FM4,Stermann & Grissemann,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Belgium,VRT,TV1,André Vermeulen and Anja Daems,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Belgium,RTBF,La Une,Jean-Pierre Hautier,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Cyprus,CyBC,RIK Dyo,Evi Papamichail,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Falkland Islands,BFBS,BFBS Television,,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Faroe Islands,SvF,SvF,,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Finland,YLE,YLE TV1,Jani Juntunen and Asko Murtomäki,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Finland,YLE,YLE Radio Vega,,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Romania,TVR,România 1,Leonard Miron,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Switzerland,SRG SSR,SF 2,Sandra Studer,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Switzerland,SRG SSR,TSR 1,Phil Mundwiller,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Switzerland,SRG SSR,TSI 1,,NA,NA,NA,NA,NA
2001,broadcasts | Broadcasts [2],Yugoslavia,YU Info,YU Info,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Austria,ORF,ORF 1,Andi Knoll,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Austria,ORF,FM4,Stermann & Grissemann,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Belgium,VRT,TV1,André Vermeulen and Bart Peeters,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Belgium,VRT,Radio 2,Filip Pletinckx and Katrien Palmers,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Belgium,VRT,Radio Donna,Jan Bosman,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Belgium,RTBF,La Une,Jean-Pierre Hautier,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Bosnia and Herzegovina,RTVFBiH,FTV1,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Croatia,HRT,HRT 1,Ante Batinović,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Cyprus,CyBC,RIK Ena,Evi Papamichail,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Denmark,DR,DR1,Keld Heick,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Estonia,ETV,ETV,Marko Reikop,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Finland,YLE,YLE TV2,Maria Guzenina and Asko Murtomäki,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Finland,YLE,YLE FST,Thomas Lundin,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Finland,YLE,YLE Radio Suomi,Iris Mattila and Tarja Närhi,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Finland,YLE,YLE Radio Vega,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],France,France Télévisions,France 3,Marc-Olivier Fogiel and Dave,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Germany,ARD,Das Erste,Peter Urban,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Latvia,LTV,,Kārlis Streips,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Lithuania,LRT,LRT,Darius Užkuraitis,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Malta,PBS,TVM,John Bundy,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Romania,TVR,România 1,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Russia,ORT,ORT,Yuriy Aksyuta,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 1,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Spain,TVE,La Primera,José Luis Uribarri,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Spain,RNE,Radio 1,Nieves Herrero and José María de Juana,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Claes Åkeson and Christer Björkman,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Sweden,SR,SR P4,Carolina Norén and Björn Kjellman,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SF 2,Sandra Studer,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR 1,Phil Mundwiller,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI 1,Jonathan Tedesco,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],Turkey,TRT,TRT 1,Ömer Önder,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC One,Terry Wogan,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Choice,Jenny Eclair and Max Flint,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ken Bruce,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,Terry Wogan,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Belarus,BTRC,,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Canada,TV5,TV5 Québec Canada,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Falkland Islands,BFBS,"BFBS 1,BFBS Radio 2",,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Faroe Islands,SvF,SvF,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Iceland,RÚV,"Sjónvarpið, Rás 2",Logi Bergmann Eiðsson,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Ireland,RTÉ,RTÉ One,Marty Whelan,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Netherlands,NOS,Nederland 2,Willem van Beusekom,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Netherlands,Radio 2,Radio 2,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Norway,NRK,NRK1,Jostein Pedersen,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Poland,TVP,TVP1,Artur Orzech,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Portugal,RTP,RTP1,Eládio Clímaco,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Ukraine,NTU,Pershyi Natsionalnyi,,NA,NA,NA,NA,NA
2002,broadcasts | Broadcasts [2],Yugoslavia,RTS,RTS 2,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Austria,ORF,ORF 1,Andi Knoll,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Belgium,RTBF,La Une,Jean-Pierre Hautier,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Belgium,VRT,TV1,André Vermeulen and Anja Daems,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Croatia,HRT,HRT 1,Daniela Trbović,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Cyprus,CyBC,RIK Ena,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Estonia,ETV,ETV,Marko Reikop,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],France,France Télévisions,France 3,Laurent Ruquier and Isabelle Mergault,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Germany,ARD,Das Erste,Peter Urban,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Greece,ERT,ET1,Dafni Bokota,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Greece,ERT,ERA 1,Nikos Triboulidis,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Iceland,RÚV,Sjónvarpið,Gísli Marteinn Baldursson,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Iceland,RÚV,Rás 2,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ One,Marty Whelan and Phil Coulter,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Latvia,LTV,LTV1,Kārlis Streips,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Malta,PBS,TVM,John Bundy,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 2,Willem van Beusekom,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Netherlands,Radio 2,Radio 2,Hijlco Span and Ron Stoeltie,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Norway,NRK,NRK1,Jostein Pedersen,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Norway,NRK,NRK P1,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Poland,TVP,TVP1,Artur Orzech,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,Margarida Mercês de Melo,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Romania,TVR,România 1,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Russia,Channel One,Channel One,Yuriy Aksyuta and Yelena Batinova,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 2,Andrea F,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Spain,TVE,La Primera,José Luis Uribarri,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Pekka Heino,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Sweden,SR,SR P4,Carolina Norén and Björn Kjellman,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Turkey,TRT,TRT 1,Bülend Özveren,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],Ukraine,NTU,Pershyi Natsionalnyi,Dmytro Kryzhanivskyi,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC One,Terry Wogan,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ken Bruce,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Andorra,RTVA,ATV,Meri Picart and Albert Roig,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,Des Mangan,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Belarus,BTRC,Belarus-1,Ales Kruglyakov and Tatyana Yakusheva,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Denmark,DR,DR1,Jørgen de Mylius,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Falkland Islands,BFBS,"BFBS 1,BFBS Radio 2",,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Finland,YLE,YLE TV2,Maria Guzenina and Asko Murtomäki,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Finland,YLE,YLE FST,Thomas Lundin,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Finland,YLE,YLE Radio Suomi,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Finland,YLE,YLE Radio Vega,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Italy,GAY.tv,GAY.tv,Fabio Canino and Paolo Quilici,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Lithuania,LRT,LTV,Darius Užkuraitis,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Serbia and Montenegro,RTS,RTS 2,,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Switzerland,SRG SSR,SF 2,Roman Kilchsperger,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Switzerland,SRG SSR,TSR 1,Jean-Marc Richard and Alain Morisod,NA,NA,NA,NA,NA
2003,broadcasts | Broadcasts [2],Switzerland,SRG SSR,TSI 1,Daniele Rauseo,NA,NA,NA,NA,NA
2004,broadcasts | Broadcasts [1],Andorra,RTVA,ATV,Meri Picart and Josep Lluís Trabal,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Austria,ORF,ORF 1,Andi Knoll,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Belarus,BTRC,,Ales Kruglyakov and Denis Dudinsky,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Belgium,VRT,TV1,,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Belgium,RTBF,La Une,Jean-Pierre Hautier,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Belgium,RTBF,La Première,,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Bosnia and Herzegovina,PBSBiH,"BHTV 1, BH Radio 1",Dejan Kukrić,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Bosnia and Herzegovina,RTVFBiH,FTV,Dejan Kukrić,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Croatia,HRT,HRT 2,,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Croatia,HRT,HRT 1,,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Cyprus,CyBC,RIK Ena,,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Denmark,DR,DR1,Jørgen de Mylius,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Estonia,ETV,ETV,Marko Reikop,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Estonia,ER,Raadio 2,Mart Juur and Andrus Kivirähk,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Finland,YLE,YLE TV2,Markus Kajo and Asko Murtomäki,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Finland,YLE,YLE FST,Thomas Lundin,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Finland,YLE,YLE Radio Suomi,Sanna Kojo and Jorma Hietamäki,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Finland,YLE,YLE Radio Vega,Thomas Lundin,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Finland,YLE,YLE Radio Vega,Hans Johansson,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],France,France Télévisions,France 3,Laurent Ruquier and Elsa Fayer,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],France,Radio France,France Bleu,Jean-Luc Delarue,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Germany,ARD,NDR Fernsehen,Peter Urban,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Germany,ARD,Das Erste,Peter Urban,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Greece,ERT,NET,,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Iceland,RÚV,"Sjónvarpið, Rás 2",Gísli Marteinn Baldursson,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Ireland,RTÉ,N2,Marty Whelan,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ One,Marty Whelan,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Latvia,LTV,,Kārlis Streips,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Lithuania,LRT,LTV,Darius Užkuraitis,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Malta,PBS,TVM,Eileen Montesin,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Monaco,TMC Monte Carlo,TMC Monte Carlo,Bernard Montiel,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 2,Willem van Beusekom and Cornald Maas,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Netherlands,Radio 2,Radio 2,Hijlco Span and Ron Stoeltie,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Norway,NRK,NRK2,Jostein Pedersen,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Norway,NRK,NRK1,Jostein Pedersen,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Norway,NRK,NRK P1,,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Poland,TVP,TVP1,Artur Orzech,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Portugal,RTP,,Eládio Clímaco,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Romania,TVR,România 1,,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Russia,Channel One,Channel One,,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Serbia and Montenegro,RTS,RTS 1,,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Serbia and Montenegro,RTS,RTS 1,Duška Vučinić-Lučić and Stanko Crnobrnja,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Serbia and Montenegro,RTCG,,,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Serbia and Montenegro,RTCG,,,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 2,Andrea F,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 1,Andrea F,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Slovenia,RTVSLO,,Jernej Vene,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Spain,TVE,La 2,Beatriz Pécker,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Spain,TVE,La Primera,Beatriz Pécker,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Pekka Heino,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Sweden,SR,SR P4,Björn Kjellman and Carolina Norén,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SF 2,Marco Fritsche,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SF 1,Sandra Studer,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR 2,Jean-Marc Richard and Alain Morisod,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR 1,Jean-Marc Richard and Alain Morisod,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI 1,,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Turkey,TRT,"TRT 1, TRT Int",,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],Ukraine,NTU,Pershyi Natsionalnyi,Rodion Pryntsevsky,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Three,Paddy O'Connell,NA,NA,Semi-final,NA,NA
2004,broadcasts | Broadcasts [1],United Kingdom,BBC,"BBC One, BBC Prime",Terry Wogan,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ken Bruce,NA,NA,Final,NA,NA
2004,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,Des Mangan,NA,NA,All shows,NA,NA
2004,broadcasts | Broadcasts [2],Falkland Islands,BFBS,BFBS 1,Terry Wogan,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Albania,RTSH,,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Andorra,RTVA,ATV,Meri Picart and Josep Lluís Trabal,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Austria,ORF,ORF 1,Andi Knoll,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Belarus,BTRC,Belarus-1,Ales Kruglyakov,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Belgium,RTBF,"La Une, RTBF Sat",Jean-Pierre Hautier,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Belgium,RTBF,"La Une, RTBF Sat",Jean-Louis Lahaye,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Belgium,VRT,Eén,André Vermeulen and Anja Daems,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Bosnia and Herzegovina,BHRT,BHT 1,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Bulgaria,BNT,,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Croatia,HRT,HRT 2,Duško Ćurlić,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Croatia,HRT,HRT 1,Duško Ćurlić,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Cyprus,CyBC,,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Denmark,DR,DR1,Jørgen de Mylius,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Estonia,ETV,ETV,Marko Reikop,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Estonia,ER,Raadio 2,Mart Juur and Andrus Kivirähk,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Finland,YLE,YLE TV2,Jaana Pelkonen and Heikki Paasonen,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Finland,YLE,YLE TV2,Asko Murtomäki,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Finland,YLE,"YLE FST, YLE Radio Vega",Thomas Lundin and Hans Johansson,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Finland,YLE,YLE Radio Suomi,Sanna Kojo and Jorma Hietamäki,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],France,France Télévisions,France 4,,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],France,France Télévisions,France 3,Julien Lepers and Guy Carlier,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Germany,ARD,NDR Fernsehen,Peter Urban,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Germany,ARD,Das Erste,Peter Urban,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Greece,ERT,NET,Alexandra Pascalidou,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Hungary,MTV,m1,"Zsuzsa Demcsák , András Fáber and Dávid Szántó",NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Iceland,RÚV,"Sjónvarpið, Rás 2",Gísli Marteinn Baldursson,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Two,Marty Whelan,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ One,Marty Whelan,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Israel,IBA,,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Latvia,LTV,,Kārlis Streips,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Lithuania,LRT,,Darius Užkuraitis,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Macedonia,MRT,,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Malta,PBS,TVM,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Moldova,TRM,Moldova 1,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Monaco,TMC Monte Carlo,TMC Monte Carlo,Bernard Montiel and Genie Godula,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 2,Willem van Beusekom and Cornald Maas,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Netherlands,Radio 2,Radio 2,Hijlco Span and Ron Stoeltie,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Norway,NRK,NRK1,Jostein Pedersen,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Norway,NRK,NRK P1,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Poland,TVP,TVP1,Artur Orzech,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,Eládio Clímaco,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Romania,TVR,TVR 1,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Russia,Channel One,Channel One,Yuriy Aksyuta and Yelena Batinova,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Serbia and Montenegro,RTS,RTS 1,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Serbia and Montenegro,RTCG,TVCG 1,,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 2,Mojca Mavec,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Slovenia,RTVSLO,SLO 1,Mojca Mavec,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Slovenia,RTVSLO,Radio Val 202,Jernej Vene,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Spain,TVE,La 2,"Beatriz Pécker , Ainhoa Arbizu and Carlos Cerezo",NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Spain,TVE,La Primera,Beatriz Pécker,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Pekka Heino,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Sweden,SR,SR P4,Björn Kjellman and Carolina Norén,NA,NA,All shows,NA,NA
2005,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SF 2,Sandra Studer,NA,NA,Semi-final,NA,NA
2005,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SF 1,Sandra Studer,NA,NA,Final,NA,NA
2005,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR 2,Jean-Marc Richard and Marie-Thérèse Porchet,NA,NA,Semi-final,NA,NA
